Goal;Target;Indicator;SeriesCode;SeriesDescription;GeoAreaCode;GeoAreaName;Nature;Reporting Type;Units;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);404;Kenya;NA;G;NUMBER;2875;5354.50156;116;43653.80332;159705.60295;44925.5742;6716.4808;13323.71672;1592.2948;1894.25788;16187.75528;2322.52484;26.19412;;803;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);412;Kosovo;NA;G;NUMBER;52.309;5303.4;2007.723;723.9;108.028;1078.979;539.8;28448.9;2808.992;3519.818;1019.3696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);414;Kuwait;NA;G;NUMBER;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);417;Kyrgyzstan;NA;G;NUMBER;;;;;;;;;;;31700;7752.28;1930.6;2176;1170;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);418;Lao People's Democratic Republic;NA;G;NUMBER;731470.55542;32943.02039;238601.91285;279993.29741;962372.67521;427887.4252;1243360.17989;6228.91585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);422;Lebanon;NA;G;NUMBER;6.65;35.994;98.311;491.195;135.553;;;102;71;36;;93;282;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);450;Madagascar;NA;G;NUMBER;225675.65525;731565.03741;861768.34949;974580.46343;526578.49128;1007705.98523;423467.36664;449810.53713;624142.44926;865239.50704;140531.00756;66576.95322;599146.72743;193170.0217;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);454;Malawi;NA;G;NUMBER;4412347.28053;6467802;324694;1371210.50025;350405;233094.99988;4391734;4387019.9992;1673257;918813;2254906;333515;103740;147522;6765529;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);458;Malaysia;NA;G;NUMBER;10158;31540;44235;6443;14241;9882;15797;66328;147743;557713;28356.584;84949.048;180255.506;51493;10529;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);462;Maldives;NA;G;NUMBER;1603.21777;3954.85519;3758.44957;121.83794;;;;;;;;;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);466;Mali;NA;G;NUMBER;;7076.65073;38868.29676;6288.94769;21692.33573;73043.57218;19769.01157;83108.36251;12171.83241;5872.32565;;;259092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);584;Marshall Islands;NA;G;NUMBER;;;;96;;;;;;280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);480;Mauritius;NA;G;NUMBER;1085.06458;814.79375;1347.46488;2817.51577;571.94881;150.53661;96.40714;4015.46845;3831.82738;166.66012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);484;Mexico;NA;G;NUMBER;510328;214940;907112;248892;201768;911712;203136;209508;246540;157516;54744;92996;1081816.5;3894020.07;3590834.9;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);496;Mongolia;NA;G;NUMBER;5522;5769;7009;9971;6368;9085;6926;8871;9523;8447;66208.4;97186;45614.3;11562;9092;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);499;Montenegro;NA;G;NUMBER;2096.18239;330.75631;95.57063;2166.26751;541.82413;3595.33158;245.92656;11251.84831;1002.63469;375.91113;767.75069;133.4275;2197.19595;7541;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);504;Morocco;NA;G;NUMBER;3625.36166;232;288.55732;7342.53165;105686.89721;57328.79458;1;;61.65316;116.19566;111.72333;1319.51393;26;396;6;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);508;Mozambique;NA;G;NUMBER;89044.26695;90274.63944;454117.16704;695979.69428;38451.49635;3475.15875;17689.64318;34881.51006;;;408024;1602737;646147.3;64618;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);104;Myanmar;NA;G;NUMBER;90925;89330;44975;1169776;85423;272578;449542.914;423334.842;299306.832;236174.626;566307;1063882;1023153;224398.0599;212676.73027;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);516;Namibia;NA;G;NUMBER;;;;215257;677542;;141130;;7;;556447;593196;1841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);524;Nepal;NA;G;NUMBER;8170.754;310052.76347;83818.11452;410644.96231;203757.86395;220624.86523;13992;39128;27196;364259;10230262;84580;1111595;64255;183401;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);554;New Zealand;NA;G;NUMBER;;;;;;;;;;;7906.65724;90350;27018;546;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);558;Nicaragua;NA;G;NUMBER;9083.79076;198.34789;74066.51344;26541.29493;13111.41404;9250.48536;5913.2127;7075.75931;18046.0339;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);562;Niger;NA;G;NUMBER;1072559.81043;396349;720898;283802;1141475;1339591;2632117;677057;1505041.00874;183265;4120337;5922604;5491977;4246069;9985;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);578;Norway;NA;G;NUMBER;;;;;;;;;;;;;20998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);586;Pakistan;NA;G;NUMBER;5586710.35236;4094703.5595;2142290.90115;1936595.72093;4509821.53106;5131252.15224;6968767.47408;2106910.74863;636384.30067;410145.8725;;4773;1442;11489.26145;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);585;Palau;NA;G;NUMBER;;;;;;;;1528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);591;Panama;NA;G;NUMBER;12999.28758;10431.54539;12075.88943;79267.97404;8057.87123;367612.69654;19989.44601;9841.10003;1558.77485;59132.03258;2254.14013;3630.95136;2830.10248;3029.06608;1268.16825;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);598;Papua New Guinea;NA;G;NUMBER;2;293.22547;76406.95538;49404.06162;787.36469;;;233.49436;358.38669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);600;Paraguay;NA;G;NUMBER;288.68164;6010.72228;52968.84214;83904.82893;538502.84531;48901.79756;25947.84922;6236.19537;171027.92699;219512.85046;3823.39537;;;121568;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);604;Peru;NA;G;NUMBER;1097842.4;1089819;2185733.3;1537914.2;978708.7;937007.8;1142178.2;1266434.9;816299.7;504624.1;1643318.9;3193411.8;2524549.1;1241947.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);608;Philippines;NA;G;NUMBER;112649;6218444;137446;8299207;4097640;1489711;149168194;5602600;14244926;9414433;5988964;9045439;2177013;5562065;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);410;Republic of Korea;NA;G;NUMBER;14246.11314;25977.30604;17581.75698;5479.58393;16562.15172;153554.25774;87537.77379;27176.12815;5527.00927;11727.17064;539;9131;22089;13673.48972;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);642;Romania;NA;G;NUMBER;81179;19758;10074;26676;5330;39521;8510;4061;6433;8477;2558;16313;3717;137461;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);643;Russian Federation;NA;G;NUMBER;;;;;3020;2908;23716;95118;211540;129864;20784;130959;36402;50477;120911;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);646;Rwanda;NA;G;NUMBER;;;;;;;;;;;;14475.99987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);659;Saint Kitts and Nevis;NA;G;NUMBER;2;287.2;138;246;;5;12;8;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);662;Saint Lucia;NA;G;NUMBER;;;849.2;36;1;8112;29;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);670;Saint Vincent and the Grenadines;NA;G;NUMBER;3457;81;140;265;4.324;7953.4;1852;4;2716.6;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);882;Samoa;NA;G;NUMBER;;;;200;10261.02729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);686;Senegal;NA;G;NUMBER;30023.04226;1348.94491;4246.04597;300108.18761;421283.3642;1590837.23137;43470.75441;154901.16978;159327.45333;107509.3326;1215.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);688;Serbia;NA;G;NUMBER;17526.39404;31984.15904;59256.81572;237.21589;8616.7748;;;122421.71591;7334.87021;;9444.48206;59897.39912;;;2041.79923;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);690;Seychelles;NA;G;NUMBER;32;;49;15;24;;;;;30.22897;;;49.12208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);694;Sierra Leone;NA;G;NUMBER;;258.78448;;;934.12055;1994.52478;1762.58963;1863.50553;12559.7917;3436.08754;4844.24149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);705;Slovenia;NA;G;NUMBER;28;24;18;25423;2869;3710;1152;2566;28;16;28;460;969;2112;786;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);90;Solomon Islands;NA;G;NUMBER;;;21343;;607;1456;36;216;4800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);706;Somalia;NA;G;NUMBER;;;;;;;;;;;;;;232;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);710;South Africa;NA;G;NUMBER;;;;;;;;;;;87;39176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);728;South Sudan;NA;G;NUMBER;;;;;;;;;;;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);144;Sri Lanka;NA;G;NUMBER;472092;752008;696073;1743155;726942;1193504;839592;1109128;573587;2703244;6481;7341;47125;1440541;81884;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);275;State of Palestine;NA;G;NUMBER;6.35685;6.35685;;10;975.34167;408.78498;;223.10725;2016.35444;;1737;2303;2063;305;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);729;Sudan;NA;G;NUMBER;6363334;7619799;6519960;5562000;5255998;4281998;3419998;2256958;1997000;230312;6442600;312068;432280;2077357;752151.01764;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);752;Sweden;NA;G;NUMBER;;;;;;;;;;4;;;;2549.176;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);756;Switzerland;NA;G;NUMBER;394344;23800;355525;260220;592512;270621;462722;357684;318328;256733;277885;218779;329858;558466;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);760;Syrian Arab Republic;NA;G;NUMBER;4431.8;3959.7;1886.2;22819;1060.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);762;Tajikistan;NA;G;NUMBER;;;;;;;;;;;;2033;1149;1193;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);764;Thailand;NA;G;NUMBER;;;;;;;;;;;117474;47580;86102;142780;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);626;Timor-Leste;NA;G;NUMBER;;187482.03766;29377.54069;1355.04525;2372.12779;28351.03549;5370.61063;5878.98379;14549.74864;6128.30846;10192.50529;1144.87053;579.4711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);768;Togo;NA;G;NUMBER;324.89103;2613.57785;84338;79423;5191;15801;4852;3455;5950;10322;871;11218;4411;2239;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);776;Tonga;NA;G;NUMBER;;5;;;7;1376;345;;;4520;;1289;;84311;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);780;Trinidad and Tobago;NA;G;NUMBER;16;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);788;Tunisia;NA;G;NUMBER;61.4;204;1516.2;15505;32459.4;117.8;4002.1;4339.838;952.8;;;;;17879.284;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);792;Turkey;NA;G;NUMBER;30906.20354;8920.6099;55162.30663;1457.31961;2885.42849;124470.71393;75059.31248;2787.42528;539.92547;848.21394;235372.91;115212.88;81101.97;107191.675;335224.5041;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);800;Uganda;NA;G;NUMBER;16001.58846;7786.29825;86495.00326;18667.88049;7195.08686;50063.93331;65542.98785;62453.84809;40428.35236;35719.46077;44117.44869;40780.31824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);804;Ukraine;NA;G;NUMBER;7627.35;11981;99914.3;47742.3;37618.835;38048.227;5188.3;5695.929;24925.2;11588.42;5155.11152;44462.3457;32578;2545.25467;45369;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);834;United Republic of Tanzania;NA;G;NUMBER;5092;58.40913;27001.50851;1086.556;77693.62503;1501.66163;21295.38032;205.74496;2723.94543;4263.67507;145513;341724;125588;205649;21083.62;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);840;United States of America;NA;G;NUMBER;;;;;;;;;;;239936;510485;1927326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);858;Uruguay;NA;G;NUMBER;9229;1239;16283;213;12031;8062;399;3722;8792;11220;33114;43593;12388;751;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);548;Vanuatu;NA;G;NUMBER;;;4;60;422;500;248;28;;152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);862;Venezuela (Bolivarian Republic of);NA;G;NUMBER;46558.68889;28486.5473;146536.10753;14995.35853;8823.36062;38116.10474;43634.76082;46597.06644;12130.52493;16399.86375;1116.80305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);704;Viet Nam;NA;G;NUMBER;114264.38347;789605.97862;234725.76029;183230.35986;228928.38704;616421.78967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);887;Yemen;NA;G;NUMBER;1458655.17362;2017124.73618;1240174.7351;3025069.46637;853168.54252;2321.28223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);894;Zambia;NA;G;NUMBER;;4306.25877;;1645.16591;11537.84289;728.28655;;1954.11845;6255.66084;5349.70073;;3083.9504;245310.21689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;13.1;13.1.1;VC_DSR_AFFCT;Number of people affected by disaster (number);716;Zimbabwe;NA;G;NUMBER;;;;;;;;;;;;;;;702363;;;;;;;;;;;;;;;;;;;;;;;;;;;
